1 1000 0.001357 [0.001350 - 0.001466] 0.000017
2 1000 0.000768 [0.000755 - 0.000890] 0.000019
3 1000 0.000531 [0.000519 - 0.000710] 0.000027
4 1000 0.000414 [0.000404 - 0.000591] 0.000026
5 1000 0.000354 [0.000339 - 0.000473] 0.000022
6 1000 0.000331 [0.000315 - 0.000698] 0.000053
7 1000 0.000284 [0.000272 - 0.000562] 0.000040
8 1000 0.000262 [0.000243 - 0.000804] 0.000078
9 1000 0.000243 [0.000227 - 0.000743] 0.000072
10 1000 0.000218 [0.000208 - 0.000420] 0.000029
11 1000 0.000207 [0.000188 - 0.000693] 0.000070
12 1000 0.000198 [0.000183 - 0.000533] 0.000049
13 1000 0.000193 [0.000176 - 0.000476] 0.000041
14 1000 0.000197 [0.000176 - 0.000827] 0.000091
15 1000 0.000190 [0.000164 - 0.000876] 0.000099
16 1000 0.000196 [0.000167 - 0.001131] 0.000135
17 1000 0.000187 [0.000165 - 0.000873] 0.000099
18 1000 0.000188 [0.000157 - 0.001206] 0.000147
19 1000 0.000191 [0.000160 - 0.001056] 0.000125
20 1000 0.000205 [0.000158 - 0.001529] 0.000191
21 1000 0.000204 [0.000162 - 0.001390] 0.000171
22 1000 0.000201 [0.000160 - 0.001201] 0.000145
23 1000 0.000195 [0.000167 - 0.000837] 0.000093
24 1000 0.000189 [0.000158 - 0.000867] 0.000099
25 1000 0.000191 [0.000152 - 0.000855] 0.000097
26 1000 0.000205 [0.000160 - 0.001486] 0.000185
27 1000 0.000192 [0.000156 - 0.001164] 0.000141
28 1000 0.000202 [0.000156 - 0.001602] 0.000202
29 1000 0.000179 [0.000149 - 0.000944] 0.000111
30 1000 0.000192 [0.000158 - 0.001189] 0.000144
31 1000 0.000192 [0.000162 - 0.001080] 0.000129
32 1000 0.000185 [0.000149 - 0.001039] 0.000124
33 1000 0.000189 [0.000153 - 0.001056] 0.000126
34 1000 0.000189 [0.000152 - 0.001097] 0.000132
35 1000 0.000195 [0.000162 - 0.000976] 0.000114
36 1000 0.000189 [0.000152 - 0.001248] 0.000153
