1 1 400 0.000235 [0.000228 - 0.000416] 0.000026 Join(0.000044)
1 2 400 0.000191 [0.000184 - 0.000343] 0.000023 Join(0.000036)
1 3 400 0.000195 [0.000183 - 0.000345] 0.000026 Join(0.000034)
1 4 400 0.000211 [0.000183 - 0.000577] 0.000057 Join(0.000031)
1 5 400 0.000458 [0.000184 - 0.012412] 0.001725 Join(0.000272)
1 6 400 0.000233 [0.000185 - 0.000493] 0.000068 Join(0.000040)
1 7 400 0.000314 [0.000193 - 0.005196] 0.000705 Join(0.000130)
1 8 400 0.000423 [0.000201 - 0.010244] 0.001418 Join(0.000029)
1 9 400 0.000617 [0.000201 - 0.011097] 0.001720 Join(0.000366)
1 10 400 0.000526 [0.000208 - 0.013319] 0.001847 Join(0.000024)
1 11 400 0.000540 [0.000208 - 0.009968] 0.001365 Join(0.000213)
1 12 400 0.000483 [0.000215 - 0.010336] 0.001422 Join(0.000019)
1 13 400 0.000529 [0.000208 - 0.013781] 0.001913 Join(0.000032)
1 14 400 0.000570 [0.000215 - 0.012224] 0.001684 Join(0.000256)
1 15 400 0.000489 [0.000222 - 0.008359] 0.001137 Join(0.000018)
1 16 400 0.000310 [0.000226 - 0.000423] 0.000044 Join(0.000020)
1 17 400 0.000630 [0.000215 - 0.014119] 0.001948 Join(0.000021)
1 18 400 0.000789 [0.000232 - 0.021338] 0.002966 Join(0.000022)
1 19 400 0.001474 [0.000211 - 0.020799] 0.002844 Join(0.000045)
1 20 400 0.001421 [0.000239 - 0.014424] 0.001939 Join(0.000029)
1 21 400 0.001273 [0.000231 - 0.004566] 0.000854 Join(0.000089)
1 22 400 0.001585 [0.000240 - 0.021724] 0.002964 Join(0.000034)
1 23 400 0.001410 [0.000218 - 0.006100] 0.001035 Join(0.000098)
1 24 400 0.001737 [0.000204 - 0.016812] 0.002369 Join(0.000082)
1 25 400 0.001218 [0.000211 - 0.019555] 0.002761 Join(0.000040)
1 26 400 0.001706 [0.000199 - 0.019902] 0.002720 Join(0.000068)
1 27 400 0.001726 [0.000218 - 0.012245] 0.001672 Join(0.000086)
1 28 400 0.001285 [0.000208 - 0.018835] 0.002709 Join(0.000064)
1 29 400 0.001873 [0.000205 - 0.021006] 0.002893 Join(0.000112)
1 30 400 0.001965 [0.000217 - 0.019031] 0.002682 Join(0.000168)
1 31 400 0.001552 [0.000197 - 0.004800] 0.001022 Join(0.000147)
1 32 400 0.001963 [0.000227 - 0.021846] 0.002996 Join(0.000111)
1 33 400 0.002158 [0.000204 - 0.019217] 0.003059 Join(0.000295)
1 34 400 0.001874 [0.000190 - 0.014444] 0.002064 Join(0.000284)
1 35 400 0.001265 [0.000199 - 0.012218] 0.001972 Join(0.000099)
1 36 400 0.002109 [0.000197 - 0.015507] 0.002188 Join(0.000079)
