1 400 0.000029 [0.000025 - 0.000113] 0.000015
2 400 0.000156 [0.000138 - 0.000201] 0.000013
3 400 0.000201 [0.000165 - 0.000257] 0.000026
4 400 0.000228 [0.000186 - 0.000294] 0.000022
5 400 0.000246 [0.000181 - 0.000334] 0.000028
6 400 0.000221 [0.000180 - 0.000339] 0.000028
7 400 0.000215 [0.000183 - 0.000305] 0.000023
8 400 0.000228 [0.000208 - 0.000315] 0.000017
9 400 0.000262 [0.000195 - 0.000967] 0.000108
10 400 0.000240 [0.000202 - 0.000359] 0.000025
11 400 0.000237 [0.000192 - 0.000494] 0.000042
12 400 0.000228 [0.000181 - 0.000408] 0.000032
13 400 0.000270 [0.000201 - 0.001100] 0.000125
14 400 0.000261 [0.000203 - 0.000961] 0.000105
15 400 0.000281 [0.000212 - 0.001145] 0.000127
16 400 0.000288 [0.000218 - 0.001437] 0.000168
17 400 0.000284 [0.000212 - 0.001104] 0.000121
18 400 0.000320 [0.000227 - 0.001820] 0.000218
19 400 0.000322 [0.000261 - 0.001204] 0.000130
20 400 0.000333 [0.000245 - 0.001608] 0.000186
21 400 0.000376 [0.000257 - 0.002335] 0.000292
22 400 0.000341 [0.000232 - 0.001436] 0.000177
23 400 0.000324 [0.000252 - 0.001981] 0.000240
24 400 0.000327 [0.000256 - 0.001146] 0.000130
25 400 0.000348 [0.000252 - 0.001932] 0.000233
26 400 0.000354 [0.000239 - 0.001970] 0.000237
27 400 0.000347 [0.000244 - 0.001588] 0.000193
28 400 0.000383 [0.000269 - 0.002543] 0.000327
29 400 0.000387 [0.000279 - 0.001862] 0.000217
30 400 0.000382 [0.000279 - 0.001871] 0.000217
31 400 0.000396 [0.000303 - 0.001936] 0.000226
32 400 0.000385 [0.000249 - 0.002645] 0.000330
33 400 0.000385 [0.000304 - 0.002556] 0.000314
34 400 0.000387 [0.000289 - 0.002447] 0.000298
35 400 0.000404 [0.000302 - 0.002395] 0.000290
36 400 0.000410 [0.000312 - 0.003005] 0.000376
