1 100 0.000159 [0.000144 - 0.000210] 0.000018
2 100 0.000102 [0.000097 - 0.000138] 0.000007
3 100 0.000075 [0.000069 - 0.000099] 0.000007
4 100 0.000068 [0.000064 - 0.000095] 0.000007
5 100 0.000069 [0.000062 - 0.000095] 0.000006
6 100 0.000107 [0.000095 - 0.000129] 0.000007
7 100 0.000141 [0.000127 - 0.000172] 0.000008
8 100 0.000168 [0.000154 - 0.000187] 0.000006
9 100 0.000192 [0.000178 - 0.000217] 0.000008
10 100 0.000371 [0.000339 - 0.000416] 0.000016
11 100 0.000433 [0.000402 - 0.000463] 0.000016
12 100 0.000486 [0.000451 - 0.000517] 0.000015
13 100 0.000519 [0.000487 - 0.000663] 0.000025
14 100 0.000543 [0.000496 - 0.000589] 0.000016
15 100 0.000565 [0.000530 - 0.000606] 0.000016
16 100 0.000577 [0.000551 - 0.000612] 0.000015
17 100 0.000629 [0.000575 - 0.000669] 0.000021
18 100 0.000657 [0.000602 - 0.000698] 0.000023
19 100 0.000773 [0.000722 - 0.000847] 0.000024
20 100 0.000874 [0.000829 - 0.000923] 0.000023
21 100 0.000916 [0.000871 - 0.000970] 0.000021
22 100 0.000950 [0.000901 - 0.001005] 0.000026
23 100 0.000980 [0.000930 - 0.001028] 0.000023
24 100 0.000972 [0.000896 - 0.001033] 0.000026
25 100 0.001099 [0.001017 - 0.001187] 0.000034
26 100 0.001192 [0.001121 - 0.001282] 0.000037
27 100 0.001225 [0.001132 - 0.001321] 0.000042
28 100 0.001287 [0.001222 - 0.001373] 0.000039
29 100 0.001319 [0.001233 - 0.001434] 0.000042
30 100 0.001395 [0.001292 - 0.001499] 0.000047
31 100 0.001385 [0.001265 - 0.001487] 0.000046
32 100 0.001455 [0.001354 - 0.001544] 0.000050
33 100 0.001600 [0.001262 - 0.001786] 0.000079
34 100 0.001640 [0.001506 - 0.001781] 0.000056
35 100 0.001704 [0.001550 - 0.001793] 0.000052
36 100 0.001741 [0.001531 - 0.001844] 0.000064
37 100 0.001426 [0.001271 - 0.001822] 0.000084
38 100 0.001390 [0.001231 - 0.001801] 0.000097
39 100 0.001432 [0.001202 - 0.001650] 0.000074
40 100 0.001435 [0.001278 - 0.001690] 0.000077
41 100 0.001410 [0.001245 - 0.001522] 0.000070
42 100 0.001490 [0.001282 - 0.001632] 0.000084
43 100 0.001379 [0.001253 - 0.001524] 0.000060
44 100 0.001424 [0.001227 - 0.001659] 0.000088
45 100 0.001414 [0.001308 - 0.001624] 0.000064
46 100 0.001471 [0.001308 - 0.001658] 0.000083
47 100 0.001417 [0.001226 - 0.001697] 0.000083
48 100 0.001461 [0.001282 - 0.001645] 0.000076
49 100 0.001505 [0.001321 - 0.001753] 0.000096
50 100 0.001415 [0.001262 - 0.001650] 0.000076
51 100 0.001451 [0.001278 - 0.001671] 0.000070
52 100 0.001410 [0.001259 - 0.001578] 0.000080
53 100 0.001497 [0.001275 - 0.001707] 0.000094
54 100 0.001571 [0.001412 - 0.001850] 0.000094
55 100 0.001586 [0.001410 - 0.001761] 0.000075
56 100 0.001482 [0.001270 - 0.001773] 0.000093
57 100 0.001507 [0.001328 - 0.001701] 0.000081
58 100 0.001533 [0.001362 - 0.001743] 0.000085
59 100 0.001513 [0.001354 - 0.001731] 0.000088
60 100 0.001666 [0.001513 - 0.001922] 0.000082
61 100 0.001708 [0.001527 - 0.001946] 0.000085
62 100 0.001698 [0.001488 - 0.001914] 0.000103
63 100 0.001730 [0.001469 - 0.002009] 0.000114
64 100 0.001725 [0.001548 - 0.001932] 0.000093
65 100 0.001690 [0.001476 - 0.001911] 0.000115
66 100 0.001740 [0.001383 - 0.002006] 0.000124
67 100 0.001825 [0.001615 - 0.002017] 0.000098
68 100 0.001896 [0.001668 - 0.002242] 0.000113
69 100 0.001958 [0.001654 - 0.002208] 0.000113
70 100 0.002029 [0.001746 - 0.002321] 0.000110
71 100 0.001888 [0.001669 - 0.002150] 0.000119
72 100 0.001943 [0.001644 - 0.002346] 0.000145
