1 1000 0.000041 
2 1000 0.000038 
3 1000 0.000052 
4 1000 0.000064 
5 1000 0.000077 
6 1000 0.000101 
7 1000 0.000111 
8 1000 0.000103 
9 1000 0.000122 
10 1000 0.000128 
11 1000 0.000143 
12 1000 0.000157 
13 1000 0.000159 
14 1000 0.000180 
15 1000 0.000193 
16 1000 0.000159 
17 1000 0.000135 
18 1000 0.000213 
19 1000 0.000206 
20 1000 0.000246 
21 1000 0.000205 
22 1000 0.000281 
23 1000 0.000284 
24 1000 0.000222 
25 1000 0.000272 
26 1000 0.000310 
27 1000 0.000292 
28 1000 0.000280 
29 1000 0.000347 
30 1000 0.000290 
31 1000 0.000420 
32 1000 0.000377 
33 1000 0.000278 
34 1000 0.000285 
35 1000 0.000418 
36 1000 0.000348 
