1 1000 0.020007 [0.018717 - 0.021619] 0.001236 Join(0.000001)
2 1000 0.014583 [0.014367 - 0.015673] 0.000194 Join(0.000004)
3 1000 0.012183 [0.011914 - 0.013498] 0.000228 Join(0.000059)
4 1000 0.011257 [0.010871 - 0.012435] 0.000232 Join(0.000022)
5 1000 0.011055 [0.010770 - 0.012182] 0.000212 Join(0.000026)
6 1000 0.011662 [0.011295 - 0.013523] 0.000355 Join(0.000362)
7 1000 0.011745 [0.011289 - 0.013767] 0.000393 Join(0.000303)
8 1000 0.012609 [0.012203 - 0.014642] 0.000327 Join(0.000585)
9 1000 0.013257 [0.012931 - 0.015218] 0.000313 Join(0.000076)
10 1000 0.012881 [0.012535 - 0.014795] 0.000298 Join(0.000082)
11 1000 0.013445 [0.013144 - 0.015582] 0.000333 Join(0.000658)
12 1000 0.014924 [0.014657 - 0.016914] 0.000312 Join(0.000132)
13 1000 0.014592 [0.014265 - 0.016893] 0.000353 Join(0.000069)
14 1000 0.014801 [0.014503 - 0.016889] 0.000323 Join(0.000131)
15 1000 0.015935 [0.015524 - 0.018245] 0.000362 Join(0.000162)
16 1000 0.015468 [0.015060 - 0.017779] 0.000372 Join(0.000152)
17 1000 0.016738 [0.016306 - 0.018878] 0.000345 Join(0.000144)
18 1000 0.016085 [0.015612 - 0.018853] 0.000443 Join(0.000281)
19 1000 0.016116 [0.015715 - 0.018253] 0.000359 Join(0.000179)
20 1000 0.018009 [0.017565 - 0.020327] 0.000381 Join(0.000148)
21 1000 0.018318 [0.017841 - 0.021031] 0.000459 Join(0.000049)
22 1000 0.018160 [0.017777 - 0.020621] 0.000410 Join(0.000110)
23 1000 0.018199 [0.017753 - 0.020734] 0.000425 Join(0.000033)
24 1000 0.017520 [0.017074 - 0.019442] 0.000327 Join(0.000058)
25 1000 0.017834 [0.017472 - 0.020202] 0.000378 Join(0.000084)
26 1000 0.018326 [0.017845 - 0.020787] 0.000389 Join(0.000087)
27 1000 0.018026 [0.017597 - 0.020304] 0.000369 Join(0.000034)
28 1000 0.019458 [0.018909 - 0.021891] 0.000392 Join(0.000104)
29 1000 0.018425 [0.017991 - 0.020685] 0.000365 Join(0.000095)
30 1000 0.018497 [0.018109 - 0.020767] 0.000360 Join(0.000085)
31 1000 0.019651 [0.019236 - 0.021951] 0.000369 Join(0.000110)
32 1000 0.019676 [0.019189 - 0.022230] 0.000417 Join(0.000089)
33 1000 0.018876 [0.018331 - 0.021404] 0.000413 Join(0.000093)
34 1000 0.018975 [0.018556 - 0.020804] 0.000302 Join(0.000110)
35 1000 0.020121 [0.019500 - 0.022272] 0.000377 Join(0.000119)
36 1000 0.019399 [0.018870 - 0.021657] 0.000419 Join(0.000176)
37 1000 0.020268 [0.019124 - 0.021967] 0.000554 Join(0.000095)
38 1000 0.020229 [0.019320 - 0.021961] 0.000624 Join(0.000167)
39 1000 0.021503 [0.019484 - 0.022531] 0.000852 Join(0.000186)
40 1000 0.019709 [0.019290 - 0.022189] 0.000396 Join(0.000207)
41 1000 0.020700 [0.020253 - 0.023235] 0.000402 Join(0.000195)
42 1000 0.021752 [0.020956 - 0.023539] 0.000642 Join(0.000208)
43 1000 0.021927 [0.020725 - 0.023682] 0.000624 Join(0.000176)
44 1000 0.021532 [0.019815 - 0.022360] 0.000552 Join(0.000213)
45 1000 0.020297 [0.019884 - 0.022991] 0.000429 Join(0.000203)
46 1000 0.021336 [0.020936 - 0.023545] 0.000355 Join(0.000236)
47 1000 0.021023 [0.020059 - 0.022844] 0.000602 Join(0.000188)
48 1000 0.020576 [0.019934 - 0.022965] 0.000382 Join(0.000276)
49 1000 0.021297 [0.020924 - 0.023829] 0.000411 Join(0.000213)
50 1000 0.022460 [0.020810 - 0.023991] 0.001205 Join(0.000315)
51 1000 0.021499 [0.021114 - 0.023919] 0.000389 Join(0.000268)
52 1000 0.023548 [0.022425 - 0.025599] 0.000576 Join(0.000237)
53 1000 0.021917 [0.020581 - 0.023510] 0.000614 Join(0.000290)
54 1000 0.021068 [0.020650 - 0.023750] 0.000417 Join(0.000270)
55 1000 0.021678 [0.021162 - 0.024639] 0.000460 Join(0.000254)
56 1000 0.021688 [0.020308 - 0.023220] 0.000908 Join(0.000314)
57 1000 0.021764 [0.021376 - 0.024487] 0.000429 Join(0.000259)
58 1000 0.021834 [0.021345 - 0.024538] 0.000449 Join(0.000244)
59 1000 0.021828 [0.021256 - 0.024493] 0.000440 Join(0.000375)
60 1000 0.021814 [0.021334 - 0.024947] 0.000576 Join(0.000328)
61 1000 0.020961 [0.020578 - 0.023563] 0.000430 Join(0.000267)
62 1000 0.021723 [0.020515 - 0.023948] 0.000689 Join(0.000294)
63 1000 0.023147 [0.021975 - 0.025097] 0.000615 Join(0.000380)
64 1000 0.022448 [0.021438 - 0.024954] 0.000685 Join(0.000330)
65 1000 0.021476 [0.021082 - 0.024359] 0.000463 Join(0.000267)
66 1000 0.021846 [0.021363 - 0.024704] 0.000472 Join(0.000294)
67 1000 0.022108 [0.021469 - 0.024982] 0.000703 Join(0.000414)
68 1000 0.022131 [0.021612 - 0.024838] 0.000449 Join(0.000388)
69 1000 0.023244 [0.022018 - 0.024992] 0.000393 Join(0.000327)
70 1000 0.022217 [0.021711 - 0.026529] 0.000772 Join(0.000290)
71 1000 0.022973 [0.022070 - 0.025024] 0.000417 Join(0.000367)
72 1000 0.021212 [0.020728 - 0.024208] 0.000487 Join(0.000462)
