1 1000 0.000149 [0.000088 - 0.003020] 0.000414 Join(0.000012)
2 1000 0.000558 [0.000085 - 0.003913] 0.001164 Join(0.000149)
3 1000 0.000657 [0.000071 - 0.006634] 0.001415 Join(0.000201)
4 1000 0.000711 [0.000061 - 0.006382] 0.001445 Join(0.000192)
5 1000 0.001056 [0.000057 - 0.007030] 0.001683 Join(0.000187)
6 1000 0.000981 [0.000052 - 0.007450] 0.001671 Join(0.000179)
7 1000 0.000945 [0.000047 - 0.008548] 0.001750 Join(0.000178)
8 1000 0.001163 [0.000046 - 0.009562] 0.001911 Join(0.000047)
9 1000 0.001379 [0.000044 - 0.009937] 0.002003 Join(0.000254)
10 1000 0.001776 [0.000056 - 0.009830] 0.002065 Join(0.000415)
11 1000 0.001596 [0.000060 - 0.010406] 0.002098 Join(0.000282)
12 1000 0.001272 [0.000063 - 0.011477] 0.002140 Join(0.000284)
13 1000 0.001635 [0.000072 - 0.013044] 0.002333 Join(0.000227)
14 1000 0.001472 [0.000079 - 0.010959] 0.002107 Join(0.000234)
15 1000 0.001522 [0.000081 - 0.009812] 0.002017 Join(0.000280)
16 1000 0.001631 [0.000081 - 0.010463] 0.002053 Join(0.000270)
17 1000 0.001773 [0.000088 - 0.012326] 0.002249 Join(0.000377)
18 1000 0.001927 [0.000097 - 0.014124] 0.002457 Join(0.000192)
19 1000 0.001607 [0.000083 - 0.012871] 0.002297 Join(0.000242)
20 1000 0.001869 [0.000095 - 0.013286] 0.002337 Join(0.000164)
21 1000 0.002021 [0.000132 - 0.012192] 0.002237 Join(0.000300)
22 1000 0.002191 [0.000127 - 0.013080] 0.002273 Join(0.000246)
23 1000 0.002042 [0.000135 - 0.012033] 0.002175 Join(0.000243)
24 1000 0.001707 [0.000111 - 0.013373] 0.002345 Join(0.000257)
25 1000 0.002245 [0.000122 - 0.012892] 0.002224 Join(0.000307)
26 1000 0.002238 [0.000129 - 0.012628] 0.002192 Join(0.000244)
27 1000 0.002171 [0.000143 - 0.013140] 0.002299 Join(0.000254)
28 1000 0.002250 [0.000129 - 0.013309] 0.002303 Join(0.000456)
29 1000 0.002076 [0.000158 - 0.014709] 0.002471 Join(0.000207)
30 1000 0.002515 [0.000147 - 0.012812] 0.002242 Join(0.000267)
31 1000 0.002385 [0.000101 - 0.016312] 0.002652 Join(0.000260)
32 1000 0.002423 [0.000107 - 0.015919] 0.002580 Join(0.000507)
33 1000 0.002316 [0.000094 - 0.015589] 0.002541 Join(0.000209)
34 1000 0.002329 [0.000145 - 0.014372] 0.002384 Join(0.000193)
35 1000 0.002072 [0.000111 - 0.015095] 0.002506 Join(0.000414)
36 1000 0.002027 [0.000134 - 0.014135] 0.002420 Join(0.000286)
