1 1 5000000 0.013525 [0.013483 - 0.013886] 0.000068 Join(0.000000)
1 2 5000000 0.009375 [0.009261 - 0.011970] 0.000407 Join(0.000341)
1 3 5000000 0.020447 [0.011019 - 0.061028] 0.008601 Join(0.006182)
1 4 5000000 0.124555 [0.017531 - 0.458767] 0.124391 Join(0.002327)
1 5 5000000 0.091462 [0.021436 - 0.457847] 0.105981 Join(0.004427)
1 6 5000000 0.159366 [0.024056 - 1.025739] 0.202756 Join(0.000259)
1 7 5000000 0.158024 [0.028857 - 0.509756] 0.139429 Join(0.005632)
1 8 5000000 0.170884 [0.023335 - 0.721852] 0.134074 Join(0.000004)
1 9 5000000 0.147616 [0.031394 - 0.499836] 0.101971 Join(0.000003)
1 10 5000000 0.192982 [0.036186 - 0.774905] 0.157830 Join(0.000990)
1 11 5000000 0.186047 [0.040839 - 0.547864] 0.130285 Join(0.001480)
1 12 5000000 0.240877 [0.033487 - 0.808807] 0.189019 Join(0.000004)
1 13 5000000 0.222847 [0.052656 - 0.871848] 0.191451 Join(0.000005)
1 14 5000000 0.233695 [0.051721 - 0.701780] 0.159398 Join(0.000003)
1 15 5000000 0.248351 [0.053622 - 1.397860] 0.262028 Join(0.003853)
1 16 5000000 0.236589 [0.059705 - 0.958684] 0.172235 Join(0.000005)
1 17 5000000 0.295670 [0.069618 - 1.008753] 0.245628 Join(0.113983)
1 18 5000000 0.294959 [0.071519 - 1.229770] 0.204655 Join(0.000007)
1 19 5000000 0.315789 [0.069883 - 1.579778] 0.267667 Join(0.002887)
1 20 5000000 0.277102 [0.079763 - 0.922751] 0.195172 Join(0.000003)
1 21 5000000 0.352841 [0.085703 - 1.230927] 0.280348 Join(0.113778)
1 22 5000000 0.340784 [0.087714 - 1.623740] 0.303997 Join(0.009528)
1 23 5000000 0.364344 [0.087713 - 1.584596] 0.244482 Join(0.009668)
1 24 5000000 0.444230 [0.093869 - 2.198852] 0.433150 Join(0.034028)
1 25 5000000 0.361647 [0.096898 - 2.128734] 0.376242 Join(0.091727)
1 26 5000000 0.438065 [0.099771 - 1.458882] 0.296063 Join(0.018954)
1 27 5000000 0.393104 [0.070057 - 0.869828] 0.202637 Join(0.010771)
1 28 5000000 0.483220 [0.107873 - 1.781875] 0.401482 Join(0.004349)
1 29 5000000 0.463118 [0.060759 - 2.103885] 0.407763 Join(0.174609)
1 30 5000000 0.393132 [0.119690 - 1.264885] 0.238429 Join(0.000010)
1 31 5000000 0.450880 [0.080851 - 1.556955] 0.291656 Join(0.032331)
1 32 5000000 0.464322 [0.070802 - 1.220817] 0.332682 Join(0.023706)
1 33 5000000 0.628414 [0.133920 - 3.522739] 0.632384 Join(0.108590)
1 34 5000000 0.526324 [0.073312 - 1.621790] 0.371775 Join(0.000053)
1 35 5000000 0.503251 [0.135748 - 1.495732] 0.346137 Join(0.000007)
1 36 5000000 0.589149 [0.139862 - 2.745872] 0.539342 Join(0.017250)
1 37 5000000 0.601726 [0.148531 - 3.185744] 0.503145 Join(0.043082)
1 38 5000000 0.489543 [0.147707 - 1.894745] 0.362129 Join(0.000012)
1 39 5000000 0.779040 [0.147909 - 4.481869] 0.791207 Join(0.010551)
1 40 5000000 0.686376 [0.159768 - 2.323511] 0.498443 Join(0.036748)
