1 1 5000000 0.013526 [0.013483 - 0.014243] 0.000115
1 2 5000000 0.017687 [0.006832 - 0.068198] 0.012852
1 3 5000000 0.005629 [0.004811 - 0.012854] 0.001517
1 4 5000000 0.003906 [0.003711 - 0.007237] 0.000519
1 5 5000000 0.003430 [0.003057 - 0.006528] 0.000691
1 6 5000000 0.002721 [0.002628 - 0.005238] 0.000367
1 7 5000000 0.003096 [0.002331 - 0.007953] 0.001216
1 8 5000000 0.002164 [0.002109 - 0.004184] 0.000292
1 9 5000000 0.001992 [0.001943 - 0.003982] 0.000287
1 10 5000000 0.002396 [0.002385 - 0.002553] 0.000023
1 11 5000000 0.002183 [0.002175 - 0.002327] 0.000021
1 12 5000000 0.002025 [0.001997 - 0.003070] 0.000151
1 13 5000000 0.001955 [0.001847 - 0.004381] 0.000408
1 14 5000000 0.001747 [0.001715 - 0.002840] 0.000158
1 15 5000000 0.001687 [0.001603 - 0.002272] 0.000127
1 16 5000000 0.001571 [0.001512 - 0.004178] 0.000376
1 17 5000000 0.001457 [0.001423 - 0.002628] 0.000169
1 18 5000000 0.001382 [0.001347 - 0.002722] 0.000193
1 19 5000000 0.003303 [0.002321 - 0.014200] 0.003245
1 20 5000000 0.008940 [0.002208 - 0.015212] 0.006020
1 21 5000000 0.006094 [0.002099 - 0.015276] 0.005853
1 22 5000000 0.008406 [0.002012 - 0.056946] 0.009375
1 23 5000000 0.005215 [0.001931 - 0.015148] 0.005541
1 24 5000000 0.005722 [0.001853 - 0.019988] 0.005991
1 25 5000000 0.005962 [0.001784 - 0.020788] 0.006183
1 26 5000000 0.009783 [0.001721 - 0.024705] 0.006506
1 27 5000000 0.020388 [0.001665 - 0.377087] 0.052409
1 28 5000000 0.016805 [0.001709 - 0.043349] 0.009969
1 29 5000000 0.019771 [0.001654 - 0.336325] 0.046712
1 30 5000000 0.018459 [0.001606 - 0.077382] 0.014454
1 31 5000000 0.015371 [0.001556 - 0.054829] 0.011619
1 32 5000000 0.015482 [0.001512 - 0.118221] 0.019166
1 33 5000000 0.020565 [0.001473 - 0.027445] 0.006738
1 34 5000000 0.029298 [0.001425 - 0.517941] 0.073774
1 35 5000000 0.021190 [0.001392 - 0.101213] 0.015395
1 36 5000000 0.021701 [0.001349 - 0.208449] 0.028424
2 2 5000000 0.006895 [0.006793 - 0.010331] 0.000505
2 4 5000000 0.003646 [0.003414 - 0.007522] 0.000584
2 6 5000000 0.002725 [0.002641 - 0.004670] 0.000282
2 8 5000000 0.002031 [0.001869 - 0.002176] 0.000102
2 10 5000000 0.001766 [0.001682 - 0.003143] 0.000201
2 12 5000000 0.001537 [0.001465 - 0.003234] 0.000246
2 14 5000000 0.001372 [0.001304 - 0.002507] 0.000164
2 16 5000000 0.001240 [0.001159 - 0.002286] 0.000153
2 18 5000000 0.001169 [0.001070 - 0.003032] 0.000271
2 20 5000000 0.001073 [0.000983 - 0.002027] 0.000142
2 22 5000000 0.001024 [0.000911 - 0.002917] 0.000276
2 24 5000000 0.000972 [0.000878 - 0.002614] 0.000239
2 26 5000000 0.000913 [0.000809 - 0.002678] 0.000258
2 28 5000000 0.000880 [0.000733 - 0.002053] 0.000175
2 30 5000000 0.000877 [0.000771 - 0.002696] 0.000266
2 32 5000000 0.000877 [0.000783 - 0.003052] 0.000316
2 34 5000000 0.000929 [0.000795 - 0.002670] 0.000255
2 36 5000000 0.000882 [0.000774 - 0.002144] 0.000186
4 4 5000000 0.004726 [0.004643 - 0.008352] 0.000523
4 8 5000000 0.005369 [0.003665 - 0.016310] 0.003802
4 12 5000000 0.001706 [0.001692 - 0.001840] 0.000021
4 16 5000000 0.006060 [0.001992 - 0.023614] 0.005324
4 20 5000000 0.001155 [0.001125 - 0.002220] 0.000154
4 24 5000000 0.005521 [0.001476 - 0.014795] 0.004550
4 28 5000000 0.000921 [0.000870 - 0.002747] 0.000264
4 32 5000000 0.007770 [0.001128 - 0.022169] 0.005910
4 36 5000000 0.000840 [0.000746 - 0.003066] 0.000323
18 18 5000000 0.001128 [0.001007 - 0.002166] 0.000155
18 36 5000000 0.000763 [0.000703 - 0.002988] 0.000321
36 36 5000000 0.000869 [0.000736 - 0.002252] 0.000207
